,PC1,PC2,PC3,PC4,PC5,PC6,label,coupled_with
0,-1.0858324763245895,-4.4668621387857925,-0.5696166397941665,-2.362243388157443,-0.4450200933057122,-2.2987379850327336,Real,Real
1,-2.2088180493712213,-2.817212035770154,-1.062839015508668,-1.1094758735604602,0.31064350745874647,-1.4720152218099065,Real,Real
2,-2.0549925472173896,-4.242841402061476,-1.8220067291427833,-1.343821169908144,0.5164279633171527,2.407886216965891,Real,Real
3,-1.7839128818046046,-3.59886963132681,-1.897560455446792,-1.2947928122598624,-1.1154855333864309,1.209912586038977,Real,Real
4,-3.9875580454396156,4.867884902052254,-0.5160651129836286,1.0591322494734472,-0.7056679331138429,-0.7555147699640843,Real,Real
5,-4.093009374693926,4.965337613359149,0.7906625112691315,0.34159574827738637,-0.13434268720779055,-0.4230564714825687,Real,Real
6,-4.7419528651084555,4.342260860197153,1.22920370894388,2.1580875451002055,0.1747132818762861,-0.8569846291264713,Real,Real
7,-3.7548026379729653,5.322507622817325,0.008545782509305254,-0.8639883208640914,-0.465543735139444,-0.04617099980312742,Real,Real
8,-4.251147481326444,5.693333418712044,0.33988499619480655,-1.4641173416079618,1.840630003586589,1.2463750565404443,Real,Real
9,-1.1326222918476372,-2.9121777843278545,-1.1884723918707631,-1.4871077558246406,-2.002994866081042,-0.7773249140372253,Real,Real
10,-0.6020154662352779,-3.3271645415570665,-1.4935469791484113,-0.9567961386811441,-0.043315194035556955,1.8103194871932484,Real,Real
11,0.6164440717709002,-1.4386380985430778,-3.375941895892222,-0.7008400722675824,-2.795366931961989,3.7419190962954474,Real,Real
12,1.0965469326587733,-1.841331022662069,0.5380239895542247,0.18428666195335935,4.172310234531453,2.048650405760425,Real,Real
13,-0.776253171263531,-3.9477220682670087,-0.43435468691752027,0.9908016167486795,0.3056566333994619,-1.5217432333805863,Real,Real
14,0.5780843721688751,-3.3011034576959877,-0.8251405775373196,1.669586656602088,1.8027895488801606,-2.760361459175008,Real,Real
15,-1.453501927378556,-4.583299828031616,-0.8570199355676135,0.2205400944296605,1.8109526713122415,0.22916841224325274,Real,Real
16,-0.005329931336991416,-0.021562837332777484,-4.0130277679480795,-0.7884601992721948,3.6051819640316647,1.8919013822263162,Real,Real
17,-0.7551439781435058,-4.318832403952517,-1.7652075120473938,-1.5975257506589804,0.2721681948657225,-3.3034072985738487,Real,Real
18,-1.2743685949552916,-4.13895816874444,-2.097550365674917,-0.7102942421397195,1.4768792347521265,0.34328152006109697,Real,Real
