,PC1,PC2,PC3,PC4,PC5,PC6,label,coupled_with
0,-1.0858324940120183,-4.46686408772735,-0.44773399250069174,-2.3486502311598603,-0.07525236542081484,-1.9178714192551933,Real,Real
1,-2.2088180136439854,-2.817215369539819,-1.1397532769747813,-1.4948193458294605,0.9014704337435145,-0.6336016731769648,Real,Real
2,-2.054992533868365,-4.242851056618162,-1.7830713041804973,-1.514240184017191,0.5446637751468618,2.2110730803015977,Real,Real
3,-1.7839129128036715,-3.5988782563317256,-2.0341469742704597,-1.2047089901261863,-0.44487672716586607,1.2836748289763416,Real,Real
4,-3.987558080705249,4.867886991946148,-0.6414900355992655,1.0260197005942622,-0.6167983862478095,-0.9614867690277986,Real,Real
5,-4.093009312152592,4.965340231985749,0.9649633639546511,0.2306607052235937,-0.711633183837419,-0.3644261529799367,Real,Real
6,-4.741952827599208,4.342267079715695,1.1598308283655059,2.3288469165519543,-0.3457078000668287,-1.692728063145283,Real,Real
7,-3.7548026739092966,5.322506302575012,-0.06254142649873334,-0.779586567823907,-0.8298782484282905,-0.26224653280133386,Real,Real
8,-4.251147480829922,5.693332675204744,0.3714454717353565,-1.277552010767261,2.076789216147063,0.6069405906694303,Real,Real
9,-1.1326223349909705,-2.912180003794128,-1.0097170150019417,-1.7261185959988332,-1.217862627042589,-0.38137097784825286,Real,Real
10,-0.6020155285722495,-3.3271682033348804,-1.341455494668952,-1.4027305249114612,0.41158666058746046,1.5165316448186563,Real,Real
11,0.6164441388654374,-1.4386329271113953,-3.3323813466749708,-0.7281643351434788,-3.034582404260822,2.4733433751419636,Real,Real
12,1.0965469723405594,-1.8413159260288545,0.5458243489788013,0.4184683446505951,5.032231942172579,1.8637456255846172,Real,Real
13,-0.7762532020313636,-3.947729264199961,-0.4720875737387854,1.0884309246912856,0.23171492696894722,-2.023327939895252,Real,Real
14,0.5780844221685596,-3.301112214060866,-1.0559010291472901,1.7510741880174285,0.9274504065660324,-3.7366906524942394,Real,Real
15,-1.4535019298144471,-4.5833006016197615,-0.7840199642254146,-0.01455704020863935,1.293266802343431,0.7409969399535895,Real,Real
16,-0.00533003000111722,-0.02157720152344709,-4.14748354184583,-0.9521001391089652,3.833903150560443,2.290755433061004,Real,Real
17,-0.7551440214068137,-4.318841372912991,-1.8166016145884947,-1.5044398433708934,0.0900526374788341,-4.264409652654386,Real,Real
18,-1.274368582102957,-4.138947052304252,-2.074532054291753,-0.6385650281860231,1.684926029832063,0.2205728189144914,Real,Real
19,-0.8820375966308568,-4.520865303137147,-0.27666787460077363,-0.7999205838445348,-1.8935289630815675,2.965252300766723,Real,Real
20,-0.5690208952258239,-4.144020949554167,-1.2059186330665435,-1.632176989372329,-1.7142594860181068,0.9483539181945407,Real,Real
21,-1.0812763172356024,-4.6618788477498585,-0.6482174239265405,-1.6448830744592504,4.671903993480484,0.48147570491793523,Real,Real
22,-2.14015414153482,0.7428594726509717,-1.8614652969147927,5.1830913714457925,1.051367365897251,0.9550780909785176,Real,Real
23,-0.41886681058625824,0.058978347537878124,-2.3699612610376923,2.896006427367452,-0.10124194312202718,-2.671569209547648,Real,Real
24,-2.6526083063509867,-0.6316650501859664,-2.954429063211104,0.179403368072115,-1.7578522733670998,2.5510030555466376,Real,Real
25,-2.8064258269494844,-0.3210715610713903,-1.7986874459024702,3.025591476855482,-1.7229050435874391,1.320654755874757,Real,Real
26,-4.005644529912781,4.904559566711742,-0.5860495800398766,-0.21247610287497873,-1.747820623454012,0.6755424420808805,Real,Real
27,-3.71641593528826,4.1497316232957635,-0.1662911202753382,-1.21900992868501,0.034685556381532014,0.5737939602424569,Real,Real
28,-4.1204424530337525,5.192931571167286,-0.23290206194929475,-1.290035906562522,1.9060746275904734,-0.8889921894964957,Real,Real
